:END_ID(Tag),:START_ID(Dataset)
-7441028755341422309,8909269234971040597
-4709997912662970338,5975228467289429463
-7441028755341422309,5975228467289429463
-3153698306262801839,6422513133664615542
-4703458733694374599,6422513133664615542
-7441028755341422309,6422513133664615542
9008077276607757858,4077417163776849364
-4646100457029488416,4077417163776849364
-7441028755341422309,4077417163776849364
-6914937205698916508,8282847023537534294
-7441028755341422309,8282847023537534294
3894604577679049135,926545034884032308
-7441028755341422309,926545034884032308
4281874964497766909,-1952087934655036581
-7441028755341422309,-1952087934655036581
4626289707594616109,8455683753475004065
-7441028755341422309,8455683753475004065
4626289707594616109,8679887469901490430
-7441028755341422309,8679887469901490430
4626289707594616109,5778523190829012621
-7441028755341422309,5778523190829012621
-4709997912662970338,1019022409013063841
-7441028755341422309,1019022409013063841
-8960144890854306665,6422294291210073133
-7441028755341422309,6422294291210073133
-8960144890854306665,-6718914442361357944
-7441028755341422309,-6718914442361357944
